Margin,Total,ID,index,County Name,County Code,Precinct name,Precinct Code,2022 Congressional,2020 Congressional,Legislative,McClellan - GLC,Reisdorf - LMN,Finstad - R,Ettinger - DFL,Write In
0,,280085,252,Houston,28,MAYVILLE TWP.,0085,1,1,26B,,,,,
0,,280090,253,Houston,28,MONEY CREEK TWP.,0090,1,1,26B,,,,,
0,,280095,254,Houston,28,MOUND PRAIRIE TWP.,0095,1,1,26B,,,,,
0,,280100,255,Houston,28,SHELDON TWP.,0100,1,1,26B,,,,,
0,,280105,256,Houston,28,SPRING GROVE,0105,1,1,26B,,,,,
0,,280110,257,Houston,28,SPRING GROVE TWP.,0110,1,1,26B,,,,,
0,,280115,258,Houston,28,UNION TWP.,0115,1,1,26B,,,,,
0,,280120,259,Houston,28,WILMINGTON TWP.,0120,1,1,26B,,,,,
0,,280125,260,Houston,28,WINNEBAGO TWP.,0125,1,1,26B,,,,,
0,,280130,261,Houston,28,YUCATAN TWP.,0130,1,1,26B,,,,,
0,,320005,262,Jackson,32,ALBA TWP.,0005,1,1,21B,,,,,
0,,320010,263,Jackson,32,ALPHA,0010,1,1,21B,,,,,
0,,320015,264,Jackson,32,BELMONT TWP.,0015,1,1,21B,,,,,
0,,320020,265,Jackson,32,CHRISTIANIA TWP.,0020,1,1,21B,,,,,
0,,320025,266,Jackson,32,DELAFIELD TWP.,0025,1,1,21B,,,,,
0,,320030,267,Jackson,32,DES MOINES TWP.,0030,1,1,21B,,,,,
0,,320035,268,Jackson,32,ENTERPRISE TWP.,0035,1,1,21B,,,,,
0,,320040,269,Jackson,32,EWINGTON TWP.,0040,1,1,21B,,,,,
0,,320045,270,Jackson,32,HERON LAKE,0045,1,1,21B,,,,,
0,,320050,271,Jackson,32,HERON LAKE TWP.,0050,1,1,21B,,,,,
0,,320055,272,Jackson,32,HUNTER TWP.,0055,1,1,21B,,,,,
0,,320060,273,Jackson,32,JACKSON W-1,0060,1,1,21B,,,,,
0,,320070,274,Jackson,32,JACKSON W-2,0070,1,1,21B,,,,,
0,,320080,275,Jackson,32,KIMBALL TWP.,0080,1,1,21B,,,,,
0,,320085,276,Jackson,32,LA CROSSE TWP.,0085,1,1,21B,,,,,
0,,320090,277,Jackson,32,LAKEFIELD P-1,0090,1,1,21B,,,,,
0,,320095,278,Jackson,32,LAKEFIELD P-2,0095,1,1,21B,,,,,
0,,320100,279,Jackson,32,MIDDLETOWN TWP.,0100,1,1,21B,,,,,
0,,320105,280,Jackson,32,MINNEOTA TWP.,0105,1,1,21B,,,,,
0,,320110,281,Jackson,32,OKABENA,0110,1,1,21B,,,,,
0,,320115,282,Jackson,32,PETERSBURG TWP.,0115,1,1,21B,,,,,
0,,320120,283,Jackson,32,ROST TWP.,0120,1,1,21B,,,,,
0,,320125,284,Jackson,32,ROUND LAKE TWP.,0125,1,1,21B,,,,,
0,,320130,285,Jackson,32,SIOUX VALLEY TWP.,0130,1,1,21B,,,,,
0,,320135,286,Jackson,32,WEIMER TWP.,0135,1,1,21B,,,,,
0,,320140,287,Jackson,32,WEST HERON LAKE TWP.,0140,1,1,21B,,,,,
0,,320145,288,Jackson,32,WILDER,0145,1,1,21B,,,,,
0,,320150,289,Jackson,32,WISCONSIN TWP.,0150,1,1,21B,,,,,
0,,400005,290,Le Sueur,40,CLEVELAND,0005,2,1,22B,,,,,
0,,400010,291,Le Sueur,40,CLEVELAND TWP.,0010,2,1,22B,,,,,
0,,400015,292,Le Sueur,40,CORDOVA TWP.,0015,2,1,22B,,,,,
0,,400020,293,Le Sueur,40,DERRYNANE TWP.,0020,2,1,22B,,,,,
0,,400025,294,Le Sueur,40,ELYSIAN,0025,2,1,22B,,,,,
0,,400030,295,Le Sueur,40,ELYSIAN TWP.,0030,2,1,22B,,,,,
0,,400035,296,Le Sueur,40,HEIDELBERG,0035,2,1,22B,,,,,
0,,400040,297,Le Sueur,40,KASOTA,0040,2,1,18A,,,,,
0,,400045,298,Le Sueur,40,KASOTA TWP. P-1,0045,2,1,18A,,,,,
0,,400047,299,Le Sueur,40,KASOTA TWP. P-2,0047,2,1,22B,,,,,
0,,400050,300,Le Sueur,40,KILKENNY,0050,2,1,22B,,,,,
0,,400055,301,Le Sueur,40,KILKENNY TWP.,0055,2,1,22B,,,,,
0,,400062,302,Le Sueur,40,LANESBURGH TWP.,0062,2,1,22B,,,,,
0,,400065,303,Le Sueur,40,LE CENTER,0065,2,1,22B,,,,,
0,,400075,304,Le Sueur,40,LE SUEUR,0075,2,1,22B,,,,,
0,,400085,305,Le Sueur,40,LEXINGTON TWP.,0085,2,1,22B,,,,,
0,,400087,306,Le Sueur,40,MANKATO W-2 P-101,0087,2,1,18A,,,,,
0,,400090,307,Le Sueur,40,MONTGOMERY,0090,2,1,22B,,,,,
0,,400100,308,Le Sueur,40,MONTGOMERY TWP.,0100,2,1,22B,,,,,
0,,400105,309,Le Sueur,40,NEW PRAGUE,0105,2,1,22B,,,,,
0,,400110,310,Le Sueur,40,OTTAWA TWP.,0110,2,1,22B,,,,,
0,,400115,311,Le Sueur,40,SHARON TWP.,0115,2,1,22B,,,,,
0,,400120,312,Le Sueur,40,TYRONE TWP.,0120,2,1,22B,,,,,
0,,400125,313,Le Sueur,40,WASHINGTON TWP.,0125,2,1,22B,,,,,
0,,400130,314,Le Sueur,40,WATERVILLE,0130,2,1,22B,,,,,
0,,400140,315,Le Sueur,40,WATERVILLE TWP.,0140,2,1,22B,,,,,
0,,460005,316,Martin,46,CEDAR TWP.,0005,1,1,21B,,,,,
0,,460010,317,Martin,46,CENTER CREEK TWP.,0010,1,1,22A,,,,,
0,,460015,318,Martin,46,CEYLON,0015,1,1,22A,,,,,
0,,460020,319,Martin,46,DUNNELL,0020,1,1,22A,,,,,
0,,460025,320,Martin,46,EAST CHAIN TWP.,0025,1,1,22A,,,,,
0,,460030,321,Martin,46,ELM CREEK TWP.,0030,1,1,21B,,,,,
0,,460035,322,Martin,46,FAIRMONT W-1 P-1,0035,1,1,22A,,,,,
0,,460040,323,Martin,46,FAIRMONT W-1 P-2,0040,1,1,22A,,,,,
0,,460050,324,Martin,46,FAIRMONT W-2 P-1,0050,1,1,22A,,,,,
0,,460055,325,Martin,46,FAIRMONT W-2 P-2,0055,1,1,22A,,,,,
